iter	Passed	Remaining
0	7	142
1	14	130
2	17	100
3	23	92
4	28	84
5	32	76
6	37	69
7	44	66
8	48	58
9	53	53
10	60	49
11	64	43
12	69	37
13	74	31
14	77	25
15	81	20
16	86	15
17	91	10
18	96	5
19	103	0
