iter	Passed	Remaining
530	347	306
531	347	306
532	348	305
533	348	304
534	349	303
535	350	303
536	350	302
537	351	301
538	351	300
539	352	299
540	352	299
541	353	298
542	353	297
543	354	297
544	354	296
545	355	295
546	355	294
547	356	294
548	357	293
549	357	292
550	358	291
551	358	291
552	359	290
553	359	289
554	360	288
555	360	288
556	361	287
557	361	286
558	362	285
559	362	285
560	363	284
561	364	283
562	364	282
563	365	282
564	365	281
565	366	280
566	366	280
567	367	279
568	367	278
569	368	277
570	368	277
571	369	276
572	370	275
573	370	275
574	371	274
575	371	273
576	372	272
577	372	272
578	373	271
579	373	270
580	374	270
581	375	269
582	375	268
583	376	267
584	376	267
585	377	266
586	377	265
587	378	265
588	378	264
589	379	263
590	379	262
591	380	262
592	380	261
593	381	260
594	382	260
595	382	259
596	383	258
597	383	257
598	384	257
599	384	256
600	385	255
601	385	254
602	386	254
603	386	253
604	387	252
605	387	252
606	388	251
607	388	250
608	389	250
609	389	249
610	390	248
611	391	247
612	391	247
613	392	246
614	392	245
615	393	245
616	393	244
617	394	243
618	394	243
619	395	242
620	395	241
621	396	240
622	397	240
623	397	239
624	398	238
625	398	238
626	399	237
627	399	236
628	400	236
629	400	235
630	401	234
631	401	234
632	402	233
633	403	232
634	403	231
635	404	231
636	404	230
637	405	229
638	405	229
639	406	228
640	406	227
641	407	227
642	407	226
643	408	225
644	408	224
645	409	224
646	409	223
647	410	222
648	410	222
649	411	221
650	411	220
651	412	220
652	413	219
653	413	218
654	414	218
655	414	217
656	415	216
657	415	216
658	416	215
659	416	214
660	417	214
661	417	213
662	418	212
663	419	212
664	419	211
665	420	210
666	420	210
667	421	209
668	421	208
669	422	207
670	422	207
671	423	206
672	423	205
673	424	205
674	425	204
675	425	203
676	426	203
677	426	202
678	427	201
679	427	201
680	428	200
681	428	200
682	429	199
683	430	198
684	430	198
685	431	197
686	431	196
687	432	196
688	432	195
689	433	194
690	433	194
691	434	193
692	435	192
693	435	192
694	436	191
695	436	190
696	437	190
697	437	189
698	438	188
699	438	188
700	439	187
701	440	186
702	440	186
703	441	185
704	441	184
705	442	184
706	442	183
707	443	182
708	443	182
709	444	181
710	445	180
711	445	180
712	446	179
713	446	178
714	447	178
715	447	177
716	448	176
717	449	176
718	449	175
719	450	175
720	450	174
721	451	173
722	451	173
723	452	172
724	452	171
725	453	171
726	453	170
727	454	169
728	455	169
729	455	168
730	456	167
731	456	167
732	457	166
733	457	165
734	458	165
735	458	164
736	459	163
737	459	163
738	460	162
739	461	161
740	461	161
741	462	160
742	462	160
743	463	159
744	463	158
745	464	158
746	464	157
747	465	156
748	465	156
749	466	155
750	466	154
751	467	154
752	468	153
753	468	152
754	469	152
755	469	151
756	470	150
757	470	150
758	471	149
759	471	148
760	472	148
761	472	147
762	473	147
763	473	146
764	474	145
765	475	145
766	475	144
767	476	143
768	476	143
769	477	142
770	477	141
771	478	141
772	478	140
773	479	139
774	479	139
775	480	138
776	481	138
777	481	137
778	482	136
779	482	136
780	483	135
781	483	134
782	484	134
783	484	133
784	485	132
785	486	132
786	486	131
787	487	131
788	487	130
789	488	129
790	488	129
791	489	128
792	489	127
793	490	127
794	490	126
795	491	125
796	491	125
797	492	124
798	493	124
799	493	123
800	494	122
801	495	122
802	495	121
803	496	120
804	496	120
805	497	119
806	498	119
807	498	118
808	499	117
809	500	117
810	500	116
811	501	116
812	501	115
813	502	114
814	503	114
815	503	113
816	504	112
817	505	112
818	505	111
819	506	111
820	506	110
821	507	109
822	508	109
823	508	108
824	509	108
825	510	107
826	510	106
827	511	106
828	512	105
829	512	104
830	513	104
831	513	103
832	514	103
833	515	102
834	515	101
835	516	101
836	516	100
837	517	100
838	517	99
839	518	98
840	518	98
841	519	97
842	519	96
843	520	96
844	520	95
845	521	94
846	522	94
847	522	93
848	523	93
849	523	92
850	524	91
851	524	91
852	525	90
853	525	89
854	526	89
855	527	88
856	527	88
857	528	87
858	528	86
859	529	86
860	529	85
861	530	84
862	530	84
863	531	83
864	531	83
865	532	82
866	533	81
867	534	81
868	535	80
869	535	80
870	536	79
871	537	78
872	537	78
873	538	77
874	538	76
875	539	76
876	540	75
877	541	75
878	542	74
879	542	74
880	543	73
881	544	72
882	544	72
883	545	71
884	546	70
885	546	70
886	547	69
887	548	69
888	548	68
889	549	67
890	550	67
891	550	66
892	551	66
893	551	65
894	552	64
895	553	64
896	553	63
897	554	62
898	555	62
899	555	61
900	556	61
901	557	60
902	557	59
903	558	59
904	559	58
905	559	58
906	560	57
907	560	56
908	561	56
909	562	55
910	562	54
911	563	54
912	564	53
913	564	53
914	565	52
915	566	51
916	567	51
917	567	50
918	568	50
919	568	49
920	569	48
921	570	48
922	570	47
923	571	47
924	572	46
925	572	45
926	573	45
927	574	44
928	574	43
929	575	43
930	576	42
931	576	42
932	577	41
933	578	40
934	578	40
935	579	39
936	580	38
937	580	38
938	581	37
939	581	37
940	582	36
941	583	35
942	583	35
943	584	34
944	585	34
945	585	33
946	586	32
947	587	32
948	587	31
949	588	30
950	589	30
951	589	29
952	590	29
953	591	28
954	591	27
955	592	27
956	592	26
957	593	26
958	594	25
959	594	24
960	595	24
961	596	23
962	596	22
963	597	22
964	598	21
965	598	21
966	599	20
967	600	19
968	601	19
969	601	18
970	602	17
971	603	17
972	604	16
973	605	16
974	606	15
975	607	14
976	608	14
977	609	13
978	610	13
979	611	12
980	612	11
981	613	11
982	614	10
983	615	10
984	616	9
985	616	8
986	617	8
987	618	7
988	619	6
989	619	6
990	620	5
991	621	5
992	622	4
993	623	3
994	624	3
995	625	2
996	625	1
997	626	1
998	626	0
999	627	0
